"BARCODE","AVAILABILITY","DESCRIPTION","DEPARTMENT","TYPE","IMAGES","CONDITION","COLOR","DIMENSIONS","TAGS","CONDITION CHECKS","RESERVED WBS","LOCATION","ORIGINAL ACQUISITION VALUE","HISTORY","HOME WAREHOUSE","CONTAINER","LAST SEEN IN CONTAINER","BARCODE IMAGES","ASSET USAGE","SIDEMARK ROOM"
"=""007001779""","Available","DUKE NIGHTSTAND","Home 888 Madison","DRESSER","https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_1_1694623492162/1694623261468.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_2_1694623493156/1694623348470.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_3_1694623494181/1694623355565.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_4_1694623495119/1694623393047.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_5_1694623496087/1694623398249.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_6_1694623497080/1694623407427.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_7_1694623498057/1694623424403.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_8_1694623499049/1694623437410.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_9_1694623500004/1694623444663.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_10_1694623500949/1694623488889.jpg","MULTIPLE SCRATCHES AND SCRAPE MARKS VISIBLE THROUGHOUT ENTIRE TOP SURFACE. GLASS INSERTS AND HARDWARE INSIDE OF TOP DRAWER. BACK SIDE HAS MULTIPLE SCRATCHES ALONG TOP EDGE. CHROME HAS MINOR PRINT MARKS AND IS VISIBLY DUSTY.",,"36 x 21 x 30 Inches","","",,"LIC",,"History","LIC","W01-14-11-AA","Thu, Mar 20, 2025 8:05 AM","007001779","","FA23 CHANGEOVER / 888 STOCK / RL1866-06"
"=""007003034""","Available","THAYER CONSOLE","Home 888 Madison","CONSOLE","https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_1_1724769420640/1724769235369.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_2_1724769421709/1724769242113.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_3_1724769422798/1724769247602.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_4_1724769424108/1724769251562.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_5_1724769425154/1724769259861.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_6_1724769426244/1724769327124.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_7_1724769427199/1724769331853.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_8_1724769428146/1724769341232.jpg","MULTIPLE SCRATCHES TO BOTH TOP AND BOTTOM LEVELS OF PIECE. EDGES OF TOP AND SIDES HAVE MINOR CHIPS AND DENTS. SLIGHT PRINT AND SMEARS THROUGHOUT",,"81 x 21 x 31 Inches","","",,"LIC",,"History","LIC","W01-14-13-AA","Thu, Mar 20, 2025 8:05 AM","007003034","","SP24 CHANGEOVER / 200 LEX  8.27"
"=""006311502""","Available","BARTON MEDIUM BATH SCONCE NB / RL2032NB-EC","Home 888 Madison","Home-LIGHTING","https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/006311502.JPG,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/006311502 (2).JPG,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/006311502 (3).JPG,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/006311502 (4).JPG,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_5_1736429737343/1736429705838.jpg","OLD BARCODE=006309811hardware inside the box.tarnished and scratches","NATURAL BRASS","14.5 x 2.5 x 17 Inches","","",,"LIC",,"History","LIC","W01-13-01-BB",,"006311502","","RL2032NB-EC / 888 STOCK"
"=""006310415""","Available","BARETT LARGE FLOOR LAMP LINEN SHADE/RL1090PN-L","Home 888 Madison","Home-LIGHTING","https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/20266723_006310415.JPG,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/006310415 (2).JPG,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/006310415 (3).JPG","scratches,stain mark","POLISHED NICKEL","12 x 12 x 64 Inches","","",,"LIC",,"History","LIC","W01-13-01-AA","Tue, Jan 28, 2025 4:46 PM","006310415","","888 STOCK"
"=""007003401""","Available","FAIRFIELD PHARMACY FLOOR LAMP, NB","Home 888 Madison","Home-LIGHTING","https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_2_1738701705665/1738701648261.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_5_1736427971270/1736427632130.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_3_1738701706765/1738701664398.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_3_1736427355068/1736427352668.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_4_1736427970213/1736427614476.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_6_1738701707936/1738701689491.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_7_1738701708873/1738701700129.jpg","IN BOX. BOX HAS MULTIPLE MARKS ON OUTSIDE, MINOR SCRATCHES ON LAMP","NATURAL BRASS","12 x 12 x 40 Inches","","",,"LIC",,"History","LIC","W01-14-03-BB","Tue, Feb 4, 2025 4:00 PM","007003401","","888 STOCK"
"=""007002849""","Available","BROOKINGS TABLE LAMP","Home 888 Madison","Home-LIGHTING","https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_7_1739297033808/1739296890549.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_1_1723641931850/1723641771130.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_2_1723641932980/1723641793112.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_3_1723641934048/1723641801383.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_4_1723641935124/1723641805944.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_5_1723641936016/1723641815278.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_6_1723641936930/1723641839322.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_8_1739297034923/1739296912113.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_9_1739297035798/1739296941473.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_10_1739297036724/1739297021032.jpg","MULTIPLE PRINT MARKS ON CHROME TO TOP SIDE. BASE HAS MINOR DUSTING AND SCRATCHES THROUGHOUT. SMEAR MARKS ON TOP SIDE","POLISHED NICKEL","10 x 10 x 26 Inches","","","E-99999.01500.NY","LIC",,"History","LIC","W01-14-06-AA","Tue, Feb 11, 2025 1:24 PM","007002849","","SP24 CHANGEOVER / 888 STOCK"
"=""007003441""","Available","FAIRFIELD PHARMACY FLOOR LAMP","Home 888 Madison","Home-LIGHTING","https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_2_1736276723113/1736276548252.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/_1731686428920/IMG_2541.jpeg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_3_1736276724149/1736276564943.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_4_1736276725116/1736276658110.jpg","COMES WITH HARDWARE AND INTRUCTION INSIDE","NATURAL BRASS","41.5 x 13.5 x 10.5 Inches","","",,"LIC",,"History","LIC","W01-14-04-AA","Fri, Nov 22, 2024 3:42 PM","007003441","","888 STOCK RETURN"
"=""007003419""","Available","CARTHAGE TABLE LAMP","Home 888 Madison","Home-LIGHTING","https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_8_1740405677278/1740405660946.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_1_1729604945332/1729604881722.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_2_1729604946190/1729604892054.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_3_1729604947059/1729604915654.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_4_1729604947876/1729604926243.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_5_1729604948706/1729604931165.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_6_1729604949565/1729604936361.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_7_1729604950413/1729604941390.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_9_1740405678250/1740405672300.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_10_1740405856336/1740405854895.jpg","MULTIPLE SCRATCHES VISIBLE TO BRASS ON ALL SIDES OF HEAD AND TO MULTIPLE SIDES OF BASE. PRINT MARKS AND DISCOLORATION VISIBLE THROUGHOUT.","NATURAL BRASS","7 x 7 x 30 Inches","","",,"LIC",,"History","LIC","W01-14-05-CC","Mon, Feb 24, 2025 10:19 AM","007003419","","888 STOCK"
"=""006315096""","Available","EVANS DOUBLE ARM SCONCE PN / RL2007PN-P / SHADES ARE ASSET 006315097","Home 888 Madison","Home-LIGHTING","https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/006315096.JPG,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_2_1734544272212/1734544198634.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_3_1734544273187/1734544214026.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_4_1734544629374/1734544367035.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_5_1734544630563/1734544412507.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_6_1734544631591/1734544482284.jpg","FINGERPRINTS AND SOME SCRATCHES","POLISHED NICKEL","10.5 x 4.5 x 6 Inches","","",,"LIC",,"History","LIC","W01-13-05-AA","Tue, Mar 11, 2025 8:21 AM","006315096","","RL2007PN-P / FA20 CHANGEOVER / 888 STOCK"
"=""006315097""","Available","EVANS DOUBLE ARM SCONCE PN (SHADES) / RL2007PN-P / GOES WITH ASSET 006315096","Home 888 Madison","Home-LIGHTING","https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/006315097.JPG,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_2_1734545601564/1734544688774.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_3_1734545602779/1734544702626.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_4_1734545603729/1734544729422.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_5_1734545604716/1734544743183.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_6_1734545605675/1734544804885.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_7_1734545606537/1734544877164.jpg","MINOR MARKS","WHITE PERCALE","5 x 5 x 4.5 Inches","","",,"LIC",,"History","LIC","W01-13-05-AA","Tue, Mar 11, 2025 8:21 AM","006315097","","RL2007PN-P / FA20 CHANGEOVER /888 STOCK"
"=""007003415""","Available","MCCARREN LG PENDANT ( NOT COMPLETED PIECES)","Home 888 Madison","Home-LIGHTING","https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_1_1729605264336/1729605252212.jpg","PIECE WAS PBO",,"21 x 6 x 6 Inches","","",,"LIC",,"History","LIC","W01-14-05-CC","Fri, Jan 24, 2025 9:25 AM","007003415","","888 STOCK"
"=""007001902""","Available","ELLIS BEDSIDE LAMP WITH SHADE","Home 888 Madison","Home-LIGHTING","https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_4_1695224081225/1695224055021.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_1_1695224078261/1695224031218.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_2_1695224079294/1695224039035.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_3_1695224080226/1695224047681.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_5_1695224082248/1695224061592.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_6_1695224083362/1695224066662.jpg","TOP PIECE IS WARPED MAKING THE SHADE BE TILTED WHEN ASSEMBLED,. MINOR MARKS TO SHADE ON OUTER SIDES.","POLISHED NICKEL","9.5 x 6.5 x 17 Inches","","","E-99999.01500.NY","LIC",,"History","LIC","W01-13-05-AA","Wed, Jan 8, 2025 12:32 PM","007001902","E-12016.16LIC.15.13 - Fri, April 4, 2025 - Fri, April 4, 2025","FA23 CHANGEOVER / 888 STOCK / RL3965PN-Q/P"
"=""007002855""","Available","FAIR PHARMACY LAMP, PN","Home 888 Madison","Home-LIGHTING","https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_9_1740408824956/1740408778109.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_1_1723643053148/1723642922619.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_2_1723643054259/1723642942369.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_3_1723643055313/1723642949627.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_4_1723643056321/1723642955094.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_5_1723643057370/1723642962943.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_6_1723643058303/1723642978325.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_7_1723643059326/1723642988033.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_8_1740408823995/1740408750279.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_10_1740408825922/1740408821225.jpg","BASE HAS MULTIPLE SCRATCHES AND DUSTING VISIBLE THROUGHOUT. TOP PIECE HAS MULTIPLE PRINT MARKS ANS SCRATCHES ALONG WITH DUST THROUGHOUT.","POLISHED NICKEL","14 x 10 x 48 Inches","","","E-99999.01500.NY","LIC",,"History","LIC","W01-14-03-AA","Mon, Feb 24, 2025 10:21 AM","007002855","","SP24 CHANGOVER / 888 STOCK"
"=""007002596""","Available","RL67' BOOM ARM FLOOR LAMP","Home 888 Madison","Home-LIGHTING","https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_1_1717429998282/1717429958638.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_2_1717429999148/1717429963469.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_3_1717429999988/1717429967098.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_4_1717430000931/1717429977255.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_5_1717430001795/1717429981440.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_6_1717430002745/1717429992178.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_7_1717430003761/1717429996047.jpg","BRASS FINISH HAS MULTIPLE SCRATCHES AND DISCOLORATION THROUGHOUT HEAD, BODY AND BASE. MULTIPLE PRINT MARKS AND SMEARS ASLSO VISIBLE TO BRASS FINISH.","POLISHED NICKEL","23 x 10 x 56 Inches","","",,"LIC",,"History","LIC","W01-14-03-AA","Wed, Sep 11, 2024 3:15 PM","007002596","","SP24 CHANGEOVER / 888 STOCK / RL14028"
"=""007000569""","Available","MODERN TABLE LAMP","Home 888 Madison","Home-LIGHTING","https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_5_1740415378644/1740415197564.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_1_1663603039063/1663603019813.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_2_1663603040072/1663603026478.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_3_1663603040987/1663603036900.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_6_1740415379577/1740415210790.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_7_1740415380486/1740415228780.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_8_1740415381407/1740415291506.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_9_1740415382311/1740415369568.jpg","GOES WITH MODERN TABLE LAMP SHADE: 007000798. MULTIPLE STAIN MARKS ON SHADE AND MULTIPLE SCRATCHES ON LAMP.","POLISHED NICKEL","9 x 9 x 20 Inches","","","E-99999.01500.NY","LIC",,"History","LIC","W01-14-04-AA","Mon, Feb 24, 2025 12:48 PM","007000569","","FA22 CHANGEOVER / RL11167PS-P"
"=""007003564""","Available","ROUND PAPER SHADE","Home 888 Madison","Home-LIGHTING","https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_1_1741700963573/1741697514854.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_2_1741700964538/1741697523875.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_3_1741700965504/1741700861594.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_4_1741700966437/1741700879243.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_5_1741700967300/1741700895071.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_6_1741700968200/1741700902600.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_7_1741700969287/1741700910510.jpg","TOP AND BOTTOM EDGES ARE SLIGHTLY WORN AND DENTED. OUTER AND INNER SIDES ARE STAINED AND DENTED.","WHITE","22.5 x 22.5 x 14 Inches","","",,"LIC",,"History","LIC","W01-13-01-CC","Tue, Mar 11, 2025 10:09 AM","007003564","","OLD WAREHOUSE INV."
"=""006316651""","Available","SHADE","Home 888 Madison","Home-LIGHTING","https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_3_1741697401817/1741696555642.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/006316651 (1).JPG,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/006316651 (2).JPG,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_4_1741697402746/1741696575901.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_5_1741697403732/1741696587212.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_6_1741697404681/1741696610144.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_7_1741697405573/1741696627329.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_8_1741697406483/1741696639752.jpg","OLD BARCODE # 61425-71-003 RL 1115AI-WP, 3604, 3605 MINOR SCRATCHES","WHITE","22.5 x 22.5 x 15 Inches","","",,"LIC",,"History","LIC","W01-13-01-CC","Tue, Mar 11, 2025 10:09 AM","006316651","","NOT FOR SALE, PO Number: 71-003"
"=""007002944""","Available","MAYFAIR SIDE TABLE","Home 888 Madison","TABLE","https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_7_1741033580556/1741033532676.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_1_1724332198697/1724332068609.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_2_1724332199660/1724332073199.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_3_1741033564650/1741033522319.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_4_1741033568686/1741033524504.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_5_1741033572532/1741033527117.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_6_1741033576729/1741033530121.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_8_1741033584560/1741033535784.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_9_1741033588551/1741033538510.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_10_1741033594102/1741033541279.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/_1741033613900/1724332092338.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/_1741033613865/1724332085599.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/_1741033616037/1724332104206.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/_1741033615826/1724332096894.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/_1741033617021/1724332108945.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/_1741033617741/1724332115610.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/_1741033618847/1724332079843.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/_1741033618012/1724332120725.jpg","WOODEN TOP HAS MULTIPLE DENTS AND CHIPS THROUGHOUT. EDGES OF TOP AND OF LEGS HAVE MULTIPLE SCRATCHES AND CHIPS AND DENTS. SMEAR AND PRINT MARKS THROUGHOUT","BROWN","26 x 26 x 27 Inches","","",,"LIC",,"History","LIC","W01-14-11-AA","Mon, Mar 3, 2025 12:56 PM","007002944","","SP24 CHANGEOVER / 888 STOCK 8.22"
"=""007002292""","Available","ROUND LINEN SHADE FOR RL3622","Home 888 Madison","Home-LIGHTING","https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_3_1740423759839/1740423485573.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_1_1709213787586/1709213780684.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_2_1709213788610/1709213786723.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_4_1740423760763/1740423524637.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_5_1740423761822/1740423541809.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_6_1740423762826/1740423569337.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_7_1740423763777/1740423588520.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_8_1740423764851/1740423633663.jpg","PIECE IS WRAPPED IN PLASTIC AND PLACED INTO A BOX","WHITE","17 x 17 x 12 Inches","","","","LIC",,"History","LIC","W01-13-05-AA","Tue, Mar 11, 2025 8:21 AM","007002292","E-12016.16LIC.15.13 - Fri, April 4, 2025 - Fri, April 4, 2025","888 STOCK / SP24 CHANGEOVER / RL3622"
"=""007002339""","Available","WHITE SHADE","Home 888 Madison","Home-LIGHTING","https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_1_1711734094907/1711734082779.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_2_1711734098192/1711734085457.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_3_1711734101587/1711734088504.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_4_1711734105028/1711734091345.jpg","DENT TO TOP EDGE ON ONE SIDE. MULTIPLE STAIN MARKS VISIBLE THROUGHOUT.","WHITE","22 x 22 x 14 Inches","","",,"LIC",,"History","LIC","W01-13-05-AA","Tue, Mar 11, 2025 8:21 AM","007002339","","888 STOCK / OLD BARCODE: 006314403 RL 3965"
"=""006314389""","Available","SQUARE PERCALE SHADE","Home 888 Madison","Home-LIGHTING","https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_1_1657899494680/1657899411423.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/006314389.JPG,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/006314389 (2).JPG,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_2_1657899495659/1657899419308.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_3_1657899496656/1657899438010.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_4_1657899497599/1657899447954.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_5_1657899498556/1657899486716.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/_1657900652370/IMG_E1290.JPG,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/_1657900658464/IMG_1290.JPG,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/_1657900658469/IMG_1291.JPG","SHADE HAS MULTIPLE STAINS ALL OVER.","WHITE","22.5 x 22.5 x 27.5 Inches","","",,"LIC",,"History","LIC","W01-13-05-BB","Tue, Mar 11, 2025 8:19 AM","006314389","","SHEIK FAWAD AHMAD, PO Number: 886170026"
