"BARCODE","AVAILABILITY","DESCRIPTION","DEPARTMENT","TYPE","IMAGES","CONDITION","COLOR","DIMENSIONS","TAGS","CONDITION CHECKS","RESERVED WBS","LOCATION","ORIGINAL ACQUISITION VALUE","HISTORY","HOME WAREHOUSE","CONTAINER","LAST SEEN IN CONTAINER","BARCODE IMAGES","ASSET USAGE","SIDEMARK ROOM"
"=""007003542""","Available","SHELDON CAPE BLUE RUG","Home 888 Madison","RUG","https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_1_1738097920770/1738097895121.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_2_1738097921892/1738097909110.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_3_1738097922837/1738097916381.jpg","MINOR MARKS",,"147 x 110 x 0 Inches","","","","LIC",,"History","LIC","W01-15-01-BB","Wed, Jan 29, 2025 8:11 AM","007003542","","RECIEVED IN FROM SAFAVEIH VIA FEDEX / TRACKING#:  2846 8471 2971 / 888 STOCK"
"=""007003545""","Available","HEDGE 11'' ACCENT LAMP IN BZ W/ LINEN SHADE","Home 888 Madison","Home-LIGHTING","https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_1_1738611695435/1738611675043.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_2_1738611696414/1738611684411.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_3_1738611697584/1738611693431.jpg","MINOR MARKS",,"8 x 7.5 x 8 Inches","","","","LIC",,"History","LIC","W01-13-03-BB","Mon, Feb 3, 2025 3:50 PM","007003545","","RECIEVED IN VIA FEDEX ON 2/3/25 FROM VISUAL COMFORT / TRACKING#: 7717 3270 6416 / 888 STOCK / RL3142BZ-L"
"=""007003241""","Available","INDIAN COVE DESK CHAIR","Home 888 Madison","CHAIR","https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_10_1739555321832/1739554816903.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_1_1726172576345/1726172302957.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_2_1726172577359/1726172314398.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_3_1726172578320/1726172320180.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_4_1726172579276/1726172382134.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_5_1739555316752/1739554694209.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_6_1739555317720/1739554743900.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_7_1739555318608/1739554760580.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_8_1739555319557/1739554784948.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_9_1739555320739/1739554803524.jpg","RIGHT FRONT LEG UNDERPAD  IS UNBALANCE. CHIP TO LEFT AND RIGHT ARMREST, DENTS TO THE LEFT BOTTOM LEG AND A CRACK LINE ON THE BACK OF THE WOODEN FRAME OF THE CHAIR",,"29 x 26.5 x 42.5 Inches","","",,"LIC",,"History","LIC","W01-14-07-CC","Fri, Feb 14, 2025 1:52 PM","007003241","","RETURN FROM 36TH TO 888 STOCK"
"=""007003231""","Available","CLIVEDON ARM CHAIR","Home 888 Madison","CHAIR","https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_9_1739556365635/1739556347154.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_1_1726154007148/1726153878064.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_2_1726154008177/1726153890432.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_3_1726154009280/1726153904817.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_4_1726154010306/1726153917922.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_5_1726154011228/1726153953338.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_6_1726154012191/1726153966958.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_7_1726154013231/1726153983107.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_8_1726154014240/1726154000647.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_10_1739556366537/1739556361225.jpg","MULTIPLE CHIP TO BOTH ARMREST. CHIP TO WOOD LEGS WRINKLES TO LEATHER SEAT",,"30 x 26.5 x 39.5 Inches","","","E-99999.01500.NY","LIC",,"History","LIC","W01-14-07-CC","Fri, Feb 14, 2025 1:49 PM","007003231","E-12016.16LIC.15.13 - Fri, April 4, 2025 - Fri, April 4, 2025","RETURN FROM 36TH TO 888 STOCK"
"=""007001712""","Unavailable","JAMAICA QUEEN BED FB","Home 888 Madison","BED","https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_2_1693148306083/1693148239179.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/_1692560106893/IMG_2354.jpeg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_3_1693148310147/1693148243708.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_4_1693148314201/1693148246406.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_5_1693148318343/1693148249023.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_6_1693148322199/1693148251488.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_7_1693148326120/1693148254012.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_8_1693148330153/1693148256461.jpg","GOES WITH JAMAICA QUEEN BED SR: 007001711 AND JAMAICA QUEEN BED HB: 007001713. HARDWARE ON SITE AS PER CHRISTOPHER BIRKMANN. WOODEN FEET HAVE MULTIPLE CHIPS AND SCRATCHES ON SIDES AND ALONG EDGES. MULTIPLE STAIN MARKS AND LOOSE THREADS TO FABRIC.",,"68 x 8.5 x 24.5 Inches","","","E-12016.HOME1.10","LIC",,"History","LIC","W01-14-12-AA","Mon, Sep 30, 2024 1:59 PM","007001712","E-12016.HOME1.10 - Wed, May 29, 2024 - Sun, June 30, 2024,E-12016.16LIC.15.13 - Fri, April 4, 2025 - Fri, April 4, 2025","FA23 CHANGEOVER / 888 STOCK / RLU650-10"
"=""007002479""","Available","TOURVILLE QUEEN BED HB","Home 888 Madison","BED","https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_2_1715017294878/1715016731195.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/_1714663182818/IMG_3011.jpeg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_3_1715017295764/1715016750502.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_4_1715017296634/1715016860193.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_5_1715017297516/1715016879500.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_6_1715017298454/1715016918614.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_7_1715017299337/1715017123904.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_8_1715017300327/1715017196777.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_9_1715017301432/1715017223255.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_10_1715017302390/1715017279471.jpg","GOES WITH TOURVILLE QUEEN BED SR: 007002481 AND TOURVILLE QUEEN BED FB: 007002480. FABRIC ON FRONT SIDE HAS MULTIPLE MARKS AND MULTIPLE IMPRESSIONS. WOODEN SIDES AND FEET HAVE MULTIPLE PIECES CHIPPED OFF ALONG WITH MULTIPLE SCRATCHES VISIBLE THROUGHOUT.",,"64.5 x 2.5 x 49.5 Inches","","",,"LIC",,"History","LIC","W01-14-12-AA","Mon, Sep 30, 2024 1:59 PM","007002479","","SP24 CHANGOVER / 888 STOCK"
"=""007002883""","Available","WRITER'S OTTOMAN","Home 888 Madison","OTTOMAN","https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_9_1739468589945/1739468573077.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_1_1724328126754/1724328004812.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_2_1724328127726/1724328014459.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_3_1724328128720/1724328018918.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_4_1724328129657/1724328023883.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_5_1724328130615/1724328036250.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_6_1724328131762/1724328040010.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_7_1724328132913/1724328055409.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_8_1724328134000/1724328059596.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_10_1739468590992/1739468584364.jpg","WRINKLING VISIBLE TO FABRIC ON SIDES AND EDGES. MINOR SCUFFS AND SCRATCHES TO METAL PINS. WOODEN FEET HAVE MINOR DENTS AND CHIPS","BEIGE/BLUE STRIPES","32 x 27 x 13 Inches","","","E-99999.01500.NY","LIC",,"History","LIC","W01-14-07-BB","Thu, Feb 13, 2025 3:46 PM","007002883","","SP24 CHANGEOVER / 888 STOCK 8.22"
"=""007002876""","Available","FLORENCE STOREGE  OTTOMAN","Home 888 Madison","OTTOMAN","https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_6_1739469811010/1739469711913.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_1_1724328955872/1724328922539.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_2_1724328957006/1724328933127.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_3_1724328958035/1724328937288.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_4_1724328959009/1724328941317.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_5_1724328960004/1724328946295.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_7_1739469811966/1739469723729.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_8_1739469813101/1739469764888.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_9_1739469814054/1739469789259.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_10_1739469815018/1739469804827.jpg","MINOR LOOSE THREADS TO FABRIC ON ALL SIDES. WOODEN BASE HAS MULTIPLE SCRATCHES AND METAL PINS HAVE MULTIPLE SCRATCHES","BLUE AND WHITE","19 x 19 x 19 Inches","","","E-99999.01500.NY","LIC",,"History","LIC","W01-14-08-CC","Thu, Feb 13, 2025 3:46 PM","007002876","undefined - Fri, April 4, 2025 - Fri, April 4, 2025","SP24 CHANGEOVER / 888 STOCK 8.22"
"=""007002861""","Available","MODERN HOLLYWOOD OTTOMAN","Home 888 Madison","OTTOMAN","https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_8_1739474497351/1739474384763.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_1_1724329134041/1724329043703.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_2_1724329135208/1724329048669.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_3_1724329136316/1724329053780.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_4_1724329137448/1724329057307.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_5_1724329138573/1724329063550.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_6_1724329139968/1724329068217.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_7_1724329141101/1724329073163.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_9_1739474498555/1739474416530.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_10_1739474499498/1739474452179.jpg","WRINKLING VISIBLE TO EDGES AND SIDES OF PIECE. BASE HAS MINOR SCRATCHES AND DENTS. STAIN MARKS VISIBLE TO SIDES","BLUE AND WHITE","24.5 x 24.5 x 10 Inches","","","E-99999.01500.NY","LIC",,"History","LIC","W01-14-08-CC","Thu, Feb 13, 2025 3:32 PM","007002861","","SP24 CHANGEOVER / 888 STOCK 8.22"
"=""007001784""","Available","FLORENCE OTTOMAN","Home 888 Madison","OTTOMAN","https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_9_1739470890859/1739470872936.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/_1694437102124/IMG_1046.JPG,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/_1694437102143/IMG_1047.JPG,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/_1694437105101/IMG_1048.JPG,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/_1694437106350/IMG_1049.JPG,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/_1694437106707/IMG_1050.JPG,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/_1694437107548/IMG_1051.JPG,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/_1694437108161/IMG_1052.JPG,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/_1694437108851/IMG_1053.JPG,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_10_1739470824605/1739470805429.jpg","FABRIC HAS LINE MARKS ON TOP SIDE AND ON SIDES. WOODEN BASE HAS MULTIPLE CHIPS AND DENTS ALONG ITS EDGES AND ON CORNERS.","BLUE","18 x 18 x 17.5 Inches","","","1000101293","LIC",,"History","LIC","W01-14-08-CC","Thu, Feb 13, 2025 3:32 PM","007001784","1000101293 - Thu, September 21, 2023 - Thu, October 12, 2023","FA23 CHANGEOVER / 888 STOCK / RLU214-04"
"=""007003215""","Available","NEW BOHEMIAN ARTIST CHAIR","Home 888 Madison","CHAIR","https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_1_1739457748604/1739457703635.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_2_1726157008824/1726156511340.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_3_1726157009781/1726156599357.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_4_1726157010743/1726156619276.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_5_1726157011684/1726156645878.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_6_1726157012693/1726156695095.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_7_1726157013628/1726156708184.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_8_1739457749851/1739457713995.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_9_1739457751080/1739457725373.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_10_1739457752661/1739457732799.jpg","DENT TO TEXTURE FRONT LOWER RIGHT EDGE. MULTIPLE CHIP AND SCRATCHES TO BOTH FRONT AND BACK LEGS. LOOSE STITCHING UNDERNEATH RIGHT BACK ARM REST.LOOSE STITCHES TO TOP RIGHT BACKREST CORNER.",,"38 x 34 x 38 Inches","","","E-99999.01500.NY","LIC",,"History","LIC","W01-15-04-AA","Thu, Feb 13, 2025 11:36 AM","007003215","E-12016.HOME1.10 - Fri, April 4, 2025 - Fri, April 4, 2025","RETURN FROM 36TH TO 888 STOCK"
"=""007003069""","Available","MODERN HOLLYWOOD BEDSIDE L","Home 888 Madison","TABLE","https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_1_1725472007470/1725471900649.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_2_1725472008437/1725471909057.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_3_1725472009413/1725471919298.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_4_1725472010494/1725471925514.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_5_1725472011494/1725471935852.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_6_1725472012430/1725471965064.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_7_1739457208566/1739457135989.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_8_1739457209995/1739457150508.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_9_1739457232933/1739457228186.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_10_1739457560157/1739457551875.jpg","TOP SURFACE HAS MULTIPLE PRINT MARKS AND SMUDGES THROUGHOUT. EDGES HAVE MINOR DENTS AND A CHIP TO A CORNER. SURFACE INSIDE DRAWER HAS RESIDUE",,"30 x 19 x 27 Inches","","",,"LIC",,"History","LIC","W01-15-03-AA","Thu, Feb 13, 2025 11:36 AM","007003069","","SP24 CHANGOVER / 888 STOCK"
"=""007003178""","Available","NEW BOHEMIAN SPINDLE CHAIR","Home 888 Madison","CHAIR","https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_7_1739396161320/1739396096300.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_1_1726155689039/1726155393392.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_2_1726155690068/1726155418947.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_3_1726155691015/1726155428319.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_4_1726155691973/1726155456942.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_5_1726155692907/1726155490057.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_6_1726155693821/1726155516150.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_8_1739396162274/1739396107498.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_9_1739396163324/1739396142997.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_10_1739396325646/1739396322064.jpg","CHIP TO TOP RIGHT CORNER. TAPE MARK TO LEATHER RIGHT ARMREST. MARKS AND SCRATCHES TO SEATING LEATHER COMES WITH BACKREST PILLOW",,"28.5 x 31 x 38 Inches","","","E-99999.01500.NY","LIC",,"History","LIC","W01-14-07-CC","Thu, Feb 13, 2025 8:45 AM","007003178","E-12016.HOME1.10 - Fri, April 4, 2025 - Fri, April 4, 2025","RETURN FROM 36TH TO 888 STOCK"
"=""007003195""","Available","SADLER COCKTAIL OTTOMAN","Home 888 Madison","OTTOMAN","https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_1_1726233174731/1726232939967.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_2_1726233175628/1726232953937.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_3_1726233176506/1726232961043.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_4_1726233177388/1726232970773.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_5_1726233178353/1726232978038.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_6_1726233179227/1726233003386.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_7_1726233180095/1726233162158.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/_1739377663466/IMG_6156.JPG,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/_1739377663502/IMG_6157.JPG,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/_1739377669726/IMG_6158.JPG,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/_1739377671102/IMG_6159.JPG,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/_1739377679492/IMG_6161.JPG,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/_1739377676078/IMG_6160.JPG","MULTIPLE SCRATCHES INDENTATION TO TOP SEATING LEATHER. CHIP TO WOOD .COLUMN.",,"48.5 x 36.5 x 20 Inches","","","E-99999.01500.NY","LIC",,"History","LIC","W01-15-06-CC","Wed, Feb 12, 2025 12:58 PM","007003195","","RETURN FROM 36TH TO 888 STOCK"
"=""007002636""","Available","ONE FIFTH OTTOMAN","Home 888 Madison","OTTOMAN","https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_1_1718309862837/1718309709047.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_2_1718309864068/1718309818261.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_3_1718309865248/1718309835447.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_4_1718309866279/1718309845487.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_5_1718309867400/1718309859282.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_6_1739378598664/1739378596222.jpg","SEAMS NOT STRAIGHT OR FLUSH VISIBLE ON TOP EDGES. CORNERS HAVE MINOR WRINKLING. CHROME HAS SMEAR MARKS ON FEET.",,"58 x 36 x 16 Inches","","",,"LIC",,"History","LIC","W01-14-15-CC","Wed, Feb 12, 2025 12:51 PM","007002636","","FA23 CHANGEOVER / 888 STOCK / RLU8165-58"
"=""006295898""","Available","MODERN HOLLYWOOD OTTOMAN / RA11474 - NORRIS/SCHAPE","Home 888 Madison","OTTOMAN","https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_1_1739305447137/1739305352585.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_2_1739305448199/1739305375509.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/Mordern Hollywood Ottoman -006295898.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_4_1739305449145/1739305388930.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_5_1739305450109/1739305398672.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_6_1739305451100/1739305408314.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_7_1739305452100/1739305417670.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_8_1739305452983/1739305424905.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_9_1739305453943/1739305434281.jpg","BOTTOM EDGE OF WOODEN BASE HAS MULTIPLE CHIPS AND MINOR SCUFFS.  MINOR LINE MARKS VISIBLE TO FABRIC ON ALL SIDES AND ON TOP SIDE. SEAM NOT STRAIGHT ON CORNER.",,"24 x 24 x 19 ","","",,"LIC",,"History","LIC","W01-15-03-CC","Wed, Feb 12, 2025 12:07 PM","006295898","E12016.16LIC.15.29 - Wed, April 24, 2024 - Sat, August 31, 2024","STOCK 888 HOME, PO Number: 11474"
"=""007000508""","Available","MODERN HOLLYWOOD OTTOMAN","Home 888 Madison","OTTOMAN","https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_1_1739304922900/1739304828648.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_2_1663599212796/1663599187025.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_3_1663599213846/1663599209323.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_4_1739304923973/1739304847055.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_5_1739304925031/1739304854489.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_6_1739304925983/1739304860079.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_7_1739304927034/1739304867048.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_8_1739304928048/1739304883132.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_9_1739304928924/1739304890148.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_10_1739304929809/1739304905778.jpg","WOODEN BASE HAS MULTIPLE SCRATCHES AND CHIPS ALONG ITS SIDES",,"24 x 24 x 17 Inches","","","E-99999.01500.NY","LIC",,"History","LIC","W01-15-05-CC","Wed, Feb 12, 2025 12:07 PM","007000508","E-12016.HOME1.10 - Wed, June 5, 2024 - Fri, January 31, 2025","FA22 CHANGEOVER / TLU831-04"
"=""007003251""","Available","COTE D'AZUR STOOL","Home 888 Madison","STOOL","https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_1_1739310348823/1739310240944.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_1_1726253656114/1726253613810.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_3_1726253657992/1726253631223.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_4_1739310349766/1739310290490.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_5_1739310350693/1739310296678.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_6_1739310351566/1739310301507.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_7_1739310352499/1739310320839.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_8_1739310353467/1739310327575.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_9_1739310354475/1739310334364.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_10_1739310355415/1739310341098.jpg","LOOSE THREAD , SCRATCHES AND MARKS ,LIGHT DENTS ON CORNERS OF WOODEN LEG ,WRINKLES ON FABRIC","NAVY BLUE","24 x 18 x 18 Inches","","","E-99999.01500.NY","LIC",,"History","LIC","W01-14-15-BB","Wed, Feb 12, 2025 12:03 PM","007003251","","RETURN FROM 36TH TO 888 STOCK"
"=""007001749""","Available","CF1 LOUNGE CHAIR","Home 888 Madison","CHAIR","https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_1_1739373246493/1739373244252.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_2_1693135341953/1693135176518.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_3_1693135342992/1693135180379.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_4_1693135343918/1693135184535.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_5_1693135344875/1693135189582.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_6_1693135345891/1693135198513.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_7_1693135346813/1693135204327.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_8_1693135347762/1693135217959.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_9_1739373215840/1739373205239.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_10_1739373216767/1739373213063.jpg","LEATHER HAS MULTIPLE SCRATCHES AND SCUFF MARKS ON SEAT AND BACK REST. ARM RESTS HAVE MULTIPLE SCRATCHES AND PRINT MARKS ON BOTH SIDES",,"35 x 34 x 30 Inches","","","E-99999.01500.NY","LIC",,"History","LIC","W01-15-01-CC","Wed, Feb 12, 2025 11:58 AM","007001749","","FA23 CHANGEOVER / RL-CF1"
